"","cntry","cname","essround","vote","clsprty","mmbprty","party_voted","lrgen","supportEU","supportEP","rejectdiffimmig","rejectsameimmig","rejectpoorimmig","immgcntrybetter","antirefugee","assimil","envnotimp","civliberties","libcustoms","religious","govnotint"
"5138","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,0,0,0.666666666666667,1,1,0,NA,0,0,0.2,0.4,0.4,0
"5158","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0,NA,0,0.2,0.2,0.2,0.5,0.25
"5170","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0,0.5,1,0.666666666666667,1,0.3,NA,0.3,0.4,0.4,0.4,0.2,0.75
"5191","AT","ESS1-8e01",3,1,2,2,"FPO",1,0,0,1,1,1,0,NA,0.1,0,0,0.4,0.5,0.75
"5193","AT","ESS1-8e01",3,1,1,2,"FPO",1,0,0,1,1,1,0,NA,0,0.4,0.2,0,0.5,0.25
"5212","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,0,0.4,1,1,1,0,NA,0,NA,NA,0.8,0.2,0
"5227","AT","ESS1-8e01",3,1,2,2,"FPO",0.9,0,0.3,1,1,1,0.2,NA,0.3,0.6,0.8,0.8,0.1,1
"5251","AT","ESS1-8e01",3,1,8,2,"FPO",0.7,0.3,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0,0,0.6,0.2,0.5
"5271","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.4,0,1,0.333333333333333,1,0.1,NA,0,0.4,0.2,0.2,0.7,0.25
"5278","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.2,0.4,0.666666666666667,0.666666666666667,1,0.4,NA,0.5,0.4,0,0,0.2,0
"5298","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.5,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.6,0.4,0.6,0.6,0.5,0.25
"5299","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.6,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.6,0.6,0.4,0.6,0.8,0.25
"5307","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.2,0.5,1,0.666666666666667,1,0.2,NA,0.2,0.4,0.4,0.4,0.6,0.5
"5333","AT","ESS1-8e01",3,1,1,1,"FPO",0.3,NA,0.3,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,0.1,0
"5335","AT","ESS1-8e01",3,1,1,2,"FPO",0.6,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.5,0.2,0,0.2,0,0
"5357","AT","ESS1-8e01",3,1,2,2,"FPO",0.5,0.1,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.2,0.4,0.2,0
"5360","AT","ESS1-8e01",3,1,1,1,"FPO",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0,0.4,0.2,0,0.7,0.25
"5362","AT","ESS1-8e01",3,1,1,1,"FPO",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0,0.4,0.6,0,0.4,0.5
"5364","AT","ESS1-8e01",3,1,1,1,"FPO",1,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.1,0.2,0.2,0,0.5,NA
"5400","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.3,1,0,0,0,1,NA,1,0.2,0,0,1,0
"5422","AT","ESS1-8e01",3,1,1,2,"FPO",1,1,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.5,0,0,0,0.3,0.5
"5468","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.1,0.7,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.4,0.4,0.4,0.4,0.8,0.5
"5539","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0.4,0.3,0.333333333333333,0.333333333333333,0.666666666666667,0.4,NA,0.6,0.2,0.6,0.4,0.5,0.5
"5553","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.4,NA,NA,0,0.4,0.2,1,0
"5572","AT","ESS1-8e01",3,1,1,2,"FPO",1,0.3,0.3,0.333333333333333,0,0.333333333333333,0.5,NA,0.9,0,0,0.2,0.8,0.25
"5574","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.2,0,0,0,0.5,0.25
"5590","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.1,0.4,0.2,0.4,0.3,0.25
"5593","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0.4,0.2,0.666666666666667,0.333333333333333,NA,0.4,NA,0.2,0.4,0.4,0.2,0.5,0.25
"5640","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.4,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.2,0.8,0.2,0,0.6,1
"5666","AT","ESS1-8e01",3,1,1,2,"FPO",1,0,0,1,0.333333333333333,0.666666666666667,0,NA,0,0,0,1,0.2,0
"5710","AT","ESS1-8e01",3,1,1,2,"FPO",NA,0.3,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,NA,0,0.4,0.4,0,0
"5718","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.2,NA,0.1,NA,0.2,NA,0.5,0.25
"5745","AT","ESS1-8e01",3,1,2,1,"FPO",NA,0.8,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.5,0.2,0.2,0.2,0.5,0
"5837","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.2,0.2,0,0.2,0.7,0
"5844","AT","ESS1-8e01",3,1,1,2,"FPO",0.6,0.5,0.5,NA,0.666666666666667,NA,0.4,NA,0.4,0.2,NA,0.8,0.5,0.25
"5894","AT","ESS1-8e01",3,1,1,2,"FPO",0.9,0,0.9,1,1,1,0,NA,0,0.2,0.2,0.2,0.7,0
"5906","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,0,0.3,1,0.666666666666667,1,0,NA,0.2,0.8,0,0.2,0.8,1
"5949","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.4,0.3,0.666666666666667,0.333333333333333,1,0.2,NA,0.2,0.6,0.2,0.2,0.5,0.75
"5965","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.1,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.1,NA,0.2,0.2,0.4,0.8,0.1,0.75
"5971","AT","ESS1-8e01",3,1,2,2,"FPO",NA,NA,NA,0.666666666666667,0.666666666666667,1,0,NA,0,0.2,0.2,0.2,1,0.25
"5973","AT","ESS1-8e01",3,1,1,2,"FPO",NA,NA,NA,1,NA,1,NA,NA,NA,0.2,0,0.4,0.6,NA
"5992","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.1,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,0.1,0.4,0.4,0.2,0.2,0.75
"5993","AT","ESS1-8e01",3,1,2,2,"FPO",0.5,1,0.7,1,1,1,0,NA,0,0.2,0.2,0.2,0.5,0.25
"6011","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0.1,0.1,0.666666666666667,0.333333333333333,1,0.1,NA,0.2,0.4,0.2,0.6,0.3,0.25
"6012","AT","ESS1-8e01",3,1,2,2,"FPO",0.5,0.3,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.3,0.4,0.2,1,0.4,1
"6089","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,0.2,NA,0.666666666666667,0.333333333333333,0.666666666666667,0.1,NA,NA,0.2,0.6,0.4,0.9,0.75
"6113","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.2,0.6,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.5,0.2,0,0.2,0.7,0.25
"6141","AT","ESS1-8e01",3,1,1,2,"FPO",1,0.3,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.4,0.8,0.2,0.8,0,0
"6168","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,0.8,0.2,0.4,0.4,0.8,0.5
"6276","AT","ESS1-8e01",3,1,1,1,"FPO",NA,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,NA,NA,0.2,0.4,0.2,0.8,0.75
"6282","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0,0.3,0.666666666666667,0.333333333333333,0.333333333333333,0.3,NA,0.4,0.4,0.2,0.4,0.7,0.25
"6295","AT","ESS1-8e01",3,1,2,2,"FPO",0.5,0,0,1,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.8,1,0.2,0.3,0
"6387","AT","ESS1-8e01",3,1,2,2,"FPO",NA,0.1,0,0.666666666666667,0.333333333333333,1,0.1,NA,0.1,NA,NA,0.2,1,0.25
"6575","AT","ESS1-8e01",3,1,1,2,"FPO",0.7,0.3,NA,NA,NA,NA,0.3,NA,NA,0,0,1,0.3,0
"6640","AT","ESS1-8e01",3,1,1,2,"FPO",0.6,0,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.1,0.2,0,1,0.5,0.25
"6695","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.5,0.3,1,0.666666666666667,1,0.1,NA,0.1,0,0,0.6,0.1,0
"6714","AT","ESS1-8e01",3,1,1,2,"FPO",1,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.1,NA,0,0,0,0,0.6,1
"6720","AT","ESS1-8e01",3,1,2,2,"FPO",0.7,0.4,0,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.2,0,0,0.2,0.9,0
"6749","AT","ESS1-8e01",3,1,2,2,"FPO",NA,0,0,1,1,1,0,NA,0,0,0,0.2,0.3,0
"6755","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0,0,1,0.666666666666667,1,0,NA,0,0.6,0.2,0.6,0,0.25
"6758","AT","ESS1-8e01",3,1,2,2,"FPO",0.6,0.4,0,0.666666666666667,0.666666666666667,0.666666666666667,0.8,NA,0.3,0,0,0.2,0.8,1
"6776","AT","ESS1-8e01",3,1,2,2,"FPO",0.8,0,0.4,NA,NA,NA,0,NA,0.5,0,0.2,0.6,0,0.25
"6818","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.8,0.8,0,0,0.333333333333333,0.8,NA,0.8,0,0.8,0.8,0,0.25
"6820","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0.9,0.9,1,1,1,0,NA,NA,0,0.2,0,0.8,NA
"6829","AT","ESS1-8e01",3,1,2,2,"FPO",0.9,0.2,0.1,1,1,1,0,NA,0,0.6,0,0,0.8,0.75
"6842","AT","ESS1-8e01",3,1,1,1,"FPO",0.7,0.5,0.5,0.333333333333333,0,0.333333333333333,0.5,NA,0.3,0.2,0.4,0.2,0.9,0.5
"6851","AT","ESS1-8e01",3,1,1,2,"FPO",0.8,0,0.3,1,1,1,0,NA,0,0.4,0.2,0.4,0,0.5
"6877","AT","ESS1-8e01",3,1,1,2,"FPO",0.5,0.2,0.2,0.666666666666667,0.666666666666667,1,0.1,NA,0.1,0.4,0,0.4,0.3,0
"6922","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.2,0.75,0.2,0.2,0.2,0.2,0.5,0.25
"6933","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.3,1,0,0,0,0,0,0.25
"6942","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.5,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,1,0.4,0,0,0,0.5,0
"6971","AT","ESS1-8e01",7,1,2,NA,"FPO",0.6,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.75,0.3,0.2,0.2,0.6,0.2,0.75
"6972","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.2,0,1,1,1,0.4,1,0.4,0,0.2,0.4,0.8,0.25
"6987","AT","ESS1-8e01",7,1,1,NA,"FPO",0.9,0.2,NA,1,1,1,0.1,1,0.1,0.8,0.2,0.6,0.2,0
"7007","AT","ESS1-8e01",7,1,2,NA,"FPO",0.7,0,0.5,0.666666666666667,0.666666666666667,1,0.2,1,0.2,0.2,0.2,0.2,0.4,1
"7009","AT","ESS1-8e01",7,1,2,NA,"FPO",0.9,0,0.1,1,0.666666666666667,1,0,1,0,0.2,0,0,0.8,0.25
"7026","AT","ESS1-8e01",7,1,1,NA,"FPO",0.8,0,0,1,0.666666666666667,1,0,1,0,0,0,0.4,0,0
"7038","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0,0.6,0.2,0,0.6,0,0
"7047","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.1,0,1,1,1,0.2,1,0.3,0.2,0,0.2,0.5,0
"7063","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.2,0.75,0.2,0,0,0.2,0.6,0
"7078","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.2,0.4,1,0.666666666666667,1,0.2,1,0.1,0.4,0.4,0.2,0.2,0.25
"7096","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.1,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.2,0.75,0.2,0,0,0,0.8,0
"7117","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.8,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.8,0.25,0.7,0.2,0.2,0.2,0,0
"7120","AT","ESS1-8e01",7,1,1,NA,"FPO",0.3,0.6,0.2,0.666666666666667,0.333333333333333,1,0.3,0.5,0.1,0,0.2,0,1,0.25
"7122","AT","ESS1-8e01",7,1,1,NA,"FPO",1,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,0.5,0,0.2,0.2,0,1
"7135","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0,0.2,0.333333333333333,0.333333333333333,0,0.3,0.75,0.3,0.2,0,0.4,0.3,0
"7136","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.6,0.5,0.666666666666667,0.666666666666667,1,0.3,0.75,0.3,0.2,0,0,0.5,0.25
"7141","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.2,0,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.4,0.4,0.4,0.4,0.7,0
"7148","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0,0,0.666666666666667,0.666666666666667,1,0.2,1,0.2,0.2,0,0.2,0,0.25
"7150","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,1,0.5,0.2,0.2,0.2,0.5,0.75
"7154","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.4,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,0.4,0.2,0,0.4,0.4,0
"7174","AT","ESS1-8e01",7,1,2,NA,"FPO",NA,0.5,0,1,1,1,0,0.5,0,0.2,0.6,0.6,0.7,0
"7187","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.2,0.5,0.3,0,0,0,1,0
"7206","AT","ESS1-8e01",7,1,1,NA,"FPO",1,0,0.1,0.666666666666667,0.666666666666667,0.333333333333333,0,1,0,0.6,0,0,0.1,0
"7211","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.3,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.4,0.2,0.2,0.2,0.7,0.25
"7223","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.7,0,0.333333333333333,0.333333333333333,0.333333333333333,0.6,1,0.4,0.2,0.4,0,0.5,0
"7230","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0,1,0.666666666666667,1,0,1,0,0.4,0,0.2,0.5,0
"7232","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.1,1,0.2,0,0,0.8,0.2,0
"7233","AT","ESS1-8e01",7,1,1,NA,"FPO",0.4,0.2,0,0,0,0,0.5,0,0.8,0,0,0.4,0.3,0
"7237","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.2,0.4,1,0.333333333333333,0.666666666666667,0.3,1,0.2,0.4,0.4,0.6,0.3,0.25
"7277","AT","ESS1-8e01",7,1,2,NA,"FPO",0.9,0,0,1,1,1,0,1,0,0.4,0,1,0,0
"7285","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.1,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.75,0.3,0.6,0.4,0.8,0,0.25
"7287","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.2,0,0.666666666666667,0.333333333333333,0.666666666666667,0.5,1,0.5,0.6,0,0.4,0.3,0.25
"7289","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.75,0.7,0,0,0.2,0.7,0.25
"7290","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.2,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.2,0.75,0.4,0,0,0.2,0.7,0.25
"7319","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.4,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.5,0.4,0,0.4,0.6,0.2,0.25
"7325","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0.5,0.666666666666667,0.666666666666667,1,0,1,0.2,0.2,0.2,0.2,0.5,0
"7355","AT","ESS1-8e01",7,1,2,NA,"FPO",0.7,0.2,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.75,0.3,0,0,0,0.7,0
"7370","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.3,0.2,1,0.333333333333333,1,0.1,0.75,0.2,0.2,0,0.4,0.5,0
"7371","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.2,0.3,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.75,0.3,0.4,0.2,0.4,0.5,0
"7379","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.5,0.3,0.666666666666667,0.666666666666667,1,0.1,0.75,0.1,0.2,0.2,0.4,0.5,0.25
"7382","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.1,0.2,0.333333333333333,0,0.666666666666667,0.2,0.75,0.1,0,0,0,0.5,0
"7386","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.4,0.5,0.666666666666667,0,0.666666666666667,0.3,0.25,0.2,0,0.2,0.2,0,0
"7398","AT","ESS1-8e01",7,1,2,NA,"FPO",0.6,0.1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.4,0.75,0.5,0.2,0.2,0.4,0.4,0.25
"7403","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.7,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0.7,0.2,0.2,0.2,0.5,0
"7411","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.4,0,0.6,0.2,0.6,0
"7414","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.2,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.25,0.3,0.2,0.6,0.2,0.5,0.25
"7455","AT","ESS1-8e01",7,1,1,NA,"FPO",1,0.5,NA,0,0,0,0.5,0.25,1,0.4,0.2,0.4,0.3,0.25
"7458","AT","ESS1-8e01",7,1,2,NA,"FPO",0.7,0.5,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.5,0.6,0.4,0.2,0.6,0.2,0.25
"7468","AT","ESS1-8e01",7,1,1,NA,"FPO",0.8,0,0.4,1,0.666666666666667,1,0.3,0.75,0,0.2,0,0.2,0,0
"7471","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.4,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.75,0.3,0.4,0.2,0.4,0.5,0
"7472","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,1,0.3,0.2,0,0.2,0.5,0
"7473","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0,0.3,1,0.666666666666667,1,0.2,1,0.2,0.2,0.2,0,0.2,0
"7484","AT","ESS1-8e01",7,1,1,NA,"FPO",0.3,0.1,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0,0,0,0.5,0
"7499","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.4,0.8,0.333333333333333,0,1,0.5,0.75,0.3,0.2,0.4,0.4,0.3,0.25
"7512","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.1,0.1,0.333333333333333,0.333333333333333,0.666666666666667,0.3,1,0.1,0.2,0.4,0.2,0.8,0
"7525","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0.9,0,0,0,0.7,0,0.5,0.2,0,0,1,0.25
"7551","AT","ESS1-8e01",7,1,2,NA,"FPO",NA,0,0,1,1,1,0,1,0,0.2,0.6,0.6,0.4,0
"7569","AT","ESS1-8e01",7,1,1,NA,"FPO",1,0,0,0.333333333333333,0,0.333333333333333,0.1,0,0.5,0,0.6,0.2,0.6,0
"7578","AT","ESS1-8e01",7,1,1,NA,"FPO",0.8,0,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.2,1,0,0,0,0,0.8,0
"7602","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.3,0.3,0.666666666666667,0.333333333333333,0.333333333333333,0.2,0.25,0.5,0.6,0.8,0.4,0.4,0
"7638","AT","ESS1-8e01",7,1,1,NA,"FPO",1,0,NA,1,1,1,0,1,0,0.6,0.2,0.6,0.1,0
"7655","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0,0.9,0.333333333333333,0.333333333333333,0.333333333333333,0.3,0.75,0.3,0.4,0,0.2,0,0.25
"7660","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.6,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.4,0.75,0.3,0.2,0.2,0.2,0.1,0.25
"7678","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0.2,1,0.333333333333333,1,0,0.75,0,0,0,0,0,0
"7701","AT","ESS1-8e01",7,1,1,NA,"FPO",0.8,0.1,0.3,1,0.333333333333333,1,1,1,0.8,0,0,0,1,0
"7714","AT","ESS1-8e01",7,1,2,NA,"FPO",NA,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.75,0.5,0.2,0.4,0.8,0,0.25
"7717","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0,0.666666666666667,0.333333333333333,1,0,1,0,0.4,0.2,0.2,0.2,0
"7733","AT","ESS1-8e01",7,1,2,NA,"FPO",0.7,0.7,0.9,1,0.333333333333333,0.666666666666667,0.4,0.5,0.3,0.2,0.4,0.6,0.8,0
"7735","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.5,0.8,1,0.333333333333333,1,0.5,0.5,0.5,0,0,0.4,0.7,0
"7750","AT","ESS1-8e01",7,1,1,NA,"FPO",0.9,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.3,0.75,0.4,0.2,0,0,0,0.25
"7758","AT","ESS1-8e01",7,1,2,NA,"FPO",0.6,0.3,0.1,1,1,1,0.4,0.75,0.4,0,0,0.2,0.7,0.25
"7764","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.4,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0.5,0,0,0.4,0.5,0
"7790","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.1,0.2,1,0.333333333333333,1,0.2,0.75,0.2,0.6,0.2,0.4,0.2,0.25
"7791","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.5,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.2,0.5,0.2,0.2,0.2,0.2,0.7,0.25
"7795","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0.3,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.3,0.5,0.4,0.2,0.2,0.2,0.7,0.25
"7831","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.3,0.1,0,0,0,0.7,0.75,0.5,0.2,0,0.2,0.3,0.25
"7852","AT","ESS1-8e01",7,1,1,NA,"FPO",0.3,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0.75,0,0.4,0,0.8,0.9,0
"7858","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.3,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.4,0.5,0.3,0.2,0,0.4,0.5,0.25
"7901","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.2,0.5,0.666666666666667,0,0.666666666666667,0.4,0.25,0.8,0.2,0.2,0.2,0.1,0.25
"7902","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.2,0.4,1,0.666666666666667,1,0.3,0.75,0.3,0.4,0.2,0.4,0.3,0.5
"7907","AT","ESS1-8e01",7,1,1,NA,"FPO",0.4,0.5,0.2,0.666666666666667,0.333333333333333,1,0.2,0.75,0.2,0.4,0,0.4,0.2,0.25
"7914","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.2,0,0.666666666666667,0.666666666666667,NA,0.4,0.75,0.4,0.4,0.6,0.4,0.4,0
"7918","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.1,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.4,0.75,0.6,0.2,0.4,0.2,0,0.25
"7923","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,1,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.75,0.5,1,0.2,0.6,0.1,0.5
"7943","AT","ESS1-8e01",7,1,1,NA,"FPO",0.8,0,0,1,1,1,0,1,0,0,0,0.2,0.5,0
"7948","AT","ESS1-8e01",7,1,2,NA,"FPO",0.5,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.3,0.75,0.3,0,0,0,0.7,0.25
"7969","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0,0.2,1,0.666666666666667,1,0.1,1,0.1,0,0,0,0,0
"7982","AT","ESS1-8e01",7,1,1,NA,"FPO",0.7,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0.5,0.2,0,0.2,0.2,0
"7986","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.3,0.75,0.4,0,0.6,0.6,0.6,0
"7989","AT","ESS1-8e01",7,1,1,NA,"FPO",0.5,0.1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.4,0.75,0.4,0.2,0.8,0.4,0.6,0
"7998","AT","ESS1-8e01",7,1,1,NA,"FPO",0.6,0.4,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.75,0.5,0.2,0.2,0.4,0.1,0.25
